country,weight,imp_family,imp_friends,imp_leisure,imp_politics,imp_work,imp_religion
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,2,2,3,3,1,2
Taiwan,0.8176615,1,2,2,2,2,3
Taiwan,0.8176615,1,3,2,4,3,1
Taiwan,0.8176615,1,2,1,3,1,4
Taiwan,0.8176615,1,1,1,3,2,2
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,3,3,1,3
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,1,1,3,1,1
Taiwan,0.8176615,1,3,2,1,4,4
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,2,1,2,2,3
Taiwan,0.8176615,1,1,1,2,1,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,3,3,2
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,1,3,1,1
Taiwan,0.8176615,1,2,2,2,2,3
Taiwan,0.8176615,1,1,3,3,3,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,1,2,4,1,2
Taiwan,0.8176615,1,2,2,4,1,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,1,4,1,4
Taiwan,0.8176615,1,1,2,4,2,4
Taiwan,0.8176615,1,1,2,2,2,2
Taiwan,0.8176615,1,2,1,4,1,4
Taiwan,0.8176615,1,2,1,1,3,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,1,2,1,2,3
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,2,2,1,1,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,1,1,3
Taiwan,0.8176615,1,1,2,1,2,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,1,3,2,1
Taiwan,0.8176615,1,2,1,2,2,3
Taiwan,0.8176615,2,2,3,3,2,2
Taiwan,0.8176615,1,1,1,1,1,3
Taiwan,0.8176615,1,3,2,2,1,2
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,1,2,2,3,1,1
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,2,2,1,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,2,1,3,4,2,4
Taiwan,0.8176615,1,2,1,2,2,3
Taiwan,0.8176615,1,2,1,2,2,2
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,2,3,1,1
Taiwan,0.8176615,1,1,1,3,3,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,1,1,1,2,1
Taiwan,0.8176615,1,2,1,4,1,1
Taiwan,0.8176615,1,2,2,1,2,2
Taiwan,0.8176615,1,1,2,3,2,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,1,1,3
Taiwan,0.8176615,1,2,2,1,1,3
Taiwan,0.8176615,1,1,2,1,3,2
Taiwan,0.8176615,2,3,1,4,1,2
Taiwan,0.8176615,1,3,2,3,3,2
Taiwan,0.8176615,1,2,1,1,1,2
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,3,3,2,2
Taiwan,0.8176615,1,3,1,2,1,3
Taiwan,0.8176615,1,1,2,1,1,1
Taiwan,0.8176615,1,2,2,3,1,4
Taiwan,0.8176615,1,2,3,3,1,2
Taiwan,0.8176615,2,2,1,2,3,3
Taiwan,0.8176615,1,1,1,4,1,2
Taiwan,0.8176615,1,2,2,4,1,2
Taiwan,0.8176615,1,1,2,2,1,1
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,1,1,2,2,1,2
Taiwan,0.8176615,2,2,1,3,2,3
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,2,2,2,3,2,2
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,1,4,1,4
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,2,1,3,1,1
Taiwan,0.8176615,1,1,2,3,2,2
Taiwan,0.8176615,1,2,1,4,1,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,2,2,4,4,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,1,3,4,3
Taiwan,0.8176615,1,1,2,4,1,2
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,1,1,3,2,3
Taiwan,0.8176615,1,1,1,1,1,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,3,3,3
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,1,3,3,1
Taiwan,0.8176615,3,3,3,1,3,1
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,2,3,3,3
Taiwan,0.8176615,2,2,2,4,2,4
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,3,3,1,2
Taiwan,0.8176615,1,1,2,4,1,3
Taiwan,0.8176615,1,1,2,3,1,4
Taiwan,0.8176615,3,2,3,4,4,4
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,3,3,3,1,1
Taiwan,0.8176615,1,2,2,1,1,3
Taiwan,0.8176615,1,1,2,3,2,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,1,1,2,2,2
Taiwan,0.8176615,1,2,3,3,1,2
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,3,1,1,3,3,2
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,1,1,2,3,2,2
Taiwan,0.8176615,1,2,2,3,3,2
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,3,3,1,3
Taiwan,0.8176615,2,2,3,3,3,3
Taiwan,0.8176615,1,1,2,2,1,3
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,1,2,4,1,2
Taiwan,0.8176615,1,2,1,2,1,1
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,2,4,1,4
Taiwan,0.8176615,1,1,2,3,2,4
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,2,3,2,1
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,1,3,2,2
Taiwan,0.8176615,1,1,1,3,1,4
Taiwan,0.8176615,1,1,1,1,1,4
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,1,3,1,4
Taiwan,0.8176615,1,1,2,3,1,1
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,3,2,4,1,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,3,2,3,1,1
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,3,3,1,1
Taiwan,0.8176615,1,2,3,3,1,3
Taiwan,0.8176615,1,2,3,1,4,2
Taiwan,0.8176615,1,2,2,3,2,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,2,3,3,2,1
Taiwan,0.8176615,1,4,1,3,1,1
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,3,4,2,4
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,4,4,4,2,4
Taiwan,0.8176615,1,3,1,4,4,2
Taiwan,0.8176615,1,1,2,4,2,4
Taiwan,0.8176615,1,2,1,2,3,1
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,2,2,2,4,2,3
Taiwan,0.8176615,1,2,2,2,2,1
Taiwan,0.8176615,1,1,1,1,3,3
Taiwan,0.8176615,1,2,2,2,2,1
Taiwan,0.8176615,2,3,3,3,3,2
Taiwan,0.8176615,1,1,1,1,2,1
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,3,1,2,2,2,2
Taiwan,0.8176615,1,1,2,2,1,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,3,3,2,4
Taiwan,0.8176615,1,1,1,3,3,4
Taiwan,0.8176615,1,1,2,3,3,1
Taiwan,0.8176615,3,2,1,1,1,2
Taiwan,0.8176615,2,2,4,1,2,2
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,1,2,2,1,3
Taiwan,0.8176615,1,3,1,2,3,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,1,2,1,1,1,2
Taiwan,0.8176615,1,2,2,3,3,3
Taiwan,0.8176615,1,1,2,2,1,1
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,2,2,4,2,4
Taiwan,0.8176615,1,1,2,2,1,2
Taiwan,0.8176615,1,2,3,4,2,3
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,1,3,3,2,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,2,3,1,4
Taiwan,0.8176615,1,2,3,4,2,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,1,2,1,3
Taiwan,0.8176615,2,2,1,2,1,3
Taiwan,0.8176615,1,1,2,1,1,1
Taiwan,0.8176615,2,2,2,3,1,3
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,2,1,2,3,2,3
Taiwan,0.8176615,2,2,2,3,2,3
Taiwan,0.8176615,2,2,1,4,2,3
Taiwan,0.8176615,1,2,1,3,1,1
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,2,3,1,4,2,3
Taiwan,0.8176615,1,3,2,3,1,2
Taiwan,0.8176615,1,3,2,3,1,2
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,2,3,4,1,3
Taiwan,0.8176615,1,2,1,3,2,2
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,2,2,2,2,1
Taiwan,0.8176615,3,2,3,3,3,3
Taiwan,0.8176615,1,1,1,3,2,2
Taiwan,0.8176615,1,2,1,4,2,3
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,2,3,4,1,3
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,2,2,3,3,2,4
Taiwan,0.8176615,1,2,1,2,3,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,1,2,3,1
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,2,2,2,3,1,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,3,2,2
Taiwan,0.8176615,1,1,1,1,1,3
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,2,2,4,1,3
Taiwan,0.8176615,1,1,1,3,2,2
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,2,2,3,1,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,3,1,4,1,1
Taiwan,0.8176615,1,2,2,2,2,3
Taiwan,0.8176615,1,2,3,3,1,3
Taiwan,0.8176615,1,1,2,1,1,3
Taiwan,0.8176615,1,1,2,2,1,2
Taiwan,0.8176615,1,3,2,2,1,3
Taiwan,0.8176615,1,3,1,4,1,4
Taiwan,0.8176615,1,1,1,1,2,1
Taiwan,0.8176615,1,2,1,1,1,3
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,2,2,2,3,1,3
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,1,2,3,2,2
Taiwan,0.8176615,1,1,1,2,3,2
Taiwan,0.8176615,1,1,2,4,2,2
Taiwan,0.8176615,1,3,2,3,1,1
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,1,2,2,4,1,4
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,3,1,1,1,2
Taiwan,0.8176615,1,2,2,2,1,1
Taiwan,0.8176615,1,1,3,3,2,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,1,1,1,2,1,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,3,1,1,1
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,1,1,2,3,2,2
Taiwan,0.8176615,2,2,2,3,2,2
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,1,1,3,1,4
Taiwan,0.8176615,1,1,1,4,2,3
Taiwan,0.8176615,1,2,1,1,2,1
Taiwan,0.8176615,1,1,2,2,1,3
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,2,2,4,2,2
Taiwan,0.8176615,1,1,1,2,1,3
Taiwan,0.8176615,1,1,1,1,1,2
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,1,2,3,1,2
Taiwan,0.8176615,1,2,1,3,2,1
Taiwan,0.8176615,1,2,1,3,3,2
Taiwan,0.8176615,1,1,2,4,2,2
Taiwan,0.8176615,1,1,3,4,1,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,2,3,3,2,3
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,2,3,2,3,1,3
Taiwan,0.8176615,1,1,2,4,3,2
Taiwan,0.8176615,1,1,1,2,1,3
Taiwan,0.8176615,1,2,1,1,1,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,1,1,3,2,1,1
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,2,2,1,2
Taiwan,0.8176615,1,1,2,3,2,3
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,2,1,2,1,2,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,4,1,2
Taiwan,0.8176615,2,2,1,3,1,3
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,2,4,4,1,2,4
Taiwan,0.8176615,1,2,2,2,1,1
Taiwan,0.8176615,1,1,2,2,1,3
Taiwan,0.8176615,1,2,2,4,1,2
Taiwan,0.8176615,2,2,1,2,1,3
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,2,1,1,3,1,4
Taiwan,0.8176615,1,2,2,3,2,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,2,2,1,1,1,4
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,1,3,1,3,2,1
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,1,2,1,2,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,2,3,2,2
Taiwan,0.8176615,1,3,1,1,3,1
Taiwan,0.8176615,1,2,3,4,1,1
Taiwan,0.8176615,1,1,1,3,2,1
Taiwan,0.8176615,1,3,2,3,1,2
Taiwan,0.8176615,1,2,1,2,2,2
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,2,2,2,2
Taiwan,0.8176615,1,1,1,4,1,2
Taiwan,0.8176615,1,2,1,3,1,4
Taiwan,0.8176615,1,3,2,4,1,1
Taiwan,0.8176615,2,1,2,2,1,4
Taiwan,0.8176615,1,2,2,4,2,3
Taiwan,0.8176615,1,2,1,3,2,2
Taiwan,0.8176615,1,3,1,3,2,4
Taiwan,0.8176615,1,1,1,1,1,2
Taiwan,0.8176615,1,2,1,2,2,2
Taiwan,0.8176615,2,2,2,3,1,3
Taiwan,0.8176615,1,1,2,3,2,3
Taiwan,0.8176615,1,1,1,4,2,4
Taiwan,0.8176615,1,1,3,3,1,3
Taiwan,0.8176615,1,1,2,3,1,1
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,2,2,2,2,3,2
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,1,2,2,2,2,3
Taiwan,0.8176615,1,2,1,3,1,1
Taiwan,0.8176615,1,2,1,3,1,1
Taiwan,0.8176615,2,3,2,3,2,2
Taiwan,0.8176615,1,2,1,3,3,2
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,1,2,3,3,4,3
Taiwan,0.8176615,1,2,1,4,1,1
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,3,2,2,4,2,4
Taiwan,0.8176615,2,3,2,3,2,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,3,1,3,1
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,1,2,3,1,4
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,2,2,2,3,2,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,3,3,1,3
Taiwan,0.8176615,1,1,1,2,3,3
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,1,2,1,1
Taiwan,0.8176615,1,1,1,3,2,1
Taiwan,0.8176615,1,2,4,2,1,3
Taiwan,0.8176615,1,1,1,4,2,1
Taiwan,0.8176615,1,2,1,1,1,1
Taiwan,0.8176615,1,2,2,2,2,2
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,2,4,2,4
Taiwan,0.8176615,1,1,2,4,1,2
Taiwan,0.8176615,1,2,3,3,2,3
Taiwan,0.8176615,1,2,3,3,2,1
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,2,2,1,3,1,2
Taiwan,0.8176615,1,1,1,4,4,3
Taiwan,0.8176615,1,2,2,4,1,3
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,1,1,2,2,1,3
Taiwan,0.8176615,1,2,2,4,3,3
Taiwan,0.8176615,1,1,2,2,1,1
Taiwan,0.8176615,1,3,2,3,1,3
Taiwan,0.8176615,1,1,1,4,1,2
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,2,2,4
Taiwan,0.8176615,1,4,2,1,1,4
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,1,3,1,2,2,3
Taiwan,0.8176615,1,1,1,3,1,3
Taiwan,0.8176615,1,2,1,3,2,1
Taiwan,0.8176615,1,2,1,3,1,4
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,3,3,4,1,2
Taiwan,0.8176615,1,2,1,2,1,1
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,1,1,1,4,1,2
Taiwan,0.8176615,1,2,3,4,1,2
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,1,3,2,2,1,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,1,2,4,1,2
Taiwan,0.8176615,2,3,2,4,2,2
Taiwan,0.8176615,1,4,2,2,2,2
Taiwan,0.8176615,1,3,4,4,2,4
Taiwan,0.8176615,1,1,2,2,1,1
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,2,2,2,3,1,2
Taiwan,0.8176615,1,2,1,2,3,3
Taiwan,0.8176615,1,2,2,3,2,3
Taiwan,0.8176615,1,1,1,3,2,2
Taiwan,0.8176615,1,1,1,1,1,2
Taiwan,0.8176615,1,2,3,3,2,3
Taiwan,0.8176615,1,2,2,4,1,2
Taiwan,0.8176615,3,3,3,3,4,2
Taiwan,0.8176615,1,2,1,4,1,2
Taiwan,0.8176615,3,3,3,3,1,2
Taiwan,0.8176615,1,1,1,1,1,2
Taiwan,0.8176615,1,1,1,3,2,1
Taiwan,0.8176615,1,1,1,1,1,2
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,1,2,2,1,2
Taiwan,0.8176615,1,2,2,2,3,1
Taiwan,0.8176615,1,1,1,1,1,3
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,1,2,2,1,1
Taiwan,0.8176615,1,1,3,4,2,1
Taiwan,0.8176615,1,1,1,2,2,3
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,1,1,2,2,1
Taiwan,0.8176615,1,3,2,3,2,3
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,2,2,2,2,2,2
Taiwan,0.8176615,1,2,1,1,2,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,2,1,3,2,2
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,3,2,2,1,3
Taiwan,0.8176615,1,3,3,3,2,4
Taiwan,0.8176615,1,2,3,4,2,3
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,2,2,2,3,1,2
Taiwan,0.8176615,1,3,2,4,3,4
Taiwan,0.8176615,1,1,1,3,2,3
Taiwan,0.8176615,2,1,1,3,2,3
Taiwan,0.8176615,1,1,1,3,2,4
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,2,1,1,1
Taiwan,0.8176615,1,1,2,3,1,1
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,3,1,4,1,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,1,1,2,1,3
Taiwan,0.8176615,1,2,1,4,1,2
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,2,1,2,4,2,2
Taiwan,0.8176615,1,2,2,4,2,4
Taiwan,0.8176615,1,2,1,4,1,1
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,2,2,2,3,1,2
Taiwan,0.8176615,1,2,2,2,4,1
Taiwan,0.8176615,1,2,1,2,1,2
Taiwan,0.8176615,2,2,3,3,2,2
Taiwan,0.8176615,1,1,1,3,1,2
Taiwan,0.8176615,1,2,3,2,1,2
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,1,3,1,1,1,2
Taiwan,0.8176615,1,1,1,2,1,2
Taiwan,0.8176615,1,2,1,2,1,3
Taiwan,0.8176615,1,1,2,3,2,2
Taiwan,0.8176615,1,2,2,2,1,1
Taiwan,0.8176615,1,2,4,1,1,3
Taiwan,0.8176615,2,2,1,3,1,2
Taiwan,0.8176615,1,2,3,3,2,3
Taiwan,0.8176615,1,2,2,3,2,2
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,2,3,3,4,1,3
Taiwan,0.8176615,1,1,1,3,1,1
Taiwan,0.8176615,1,2,3,2,1,2
Taiwan,0.8176615,1,2,3,2,1,2
Taiwan,0.8176615,1,1,1,1,1,1
Taiwan,0.8176615,1,2,1,4,1,2
Taiwan,0.8176615,1,2,1,2,1,4
Taiwan,0.8176615,1,2,2,2,1,2
Taiwan,0.8176615,1,2,2,3,1,3
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,1,1,2,1,1
Taiwan,0.8176615,1,2,1,3,2,3
Taiwan,0.8176615,1,2,1,2,1,1
Taiwan,0.8176615,1,2,2,2,1,3
Taiwan,0.8176615,1,2,1,3,1,2
Taiwan,0.8176615,2,2,2,3,2,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,2,1,3,1,3
Taiwan,0.8176615,1,2,2,2,2,3
Taiwan,0.8176615,1,2,2,3,1,2
Taiwan,0.8176615,1,2,2,4,2,2
Taiwan,0.8176615,1,1,1,3,1,1
Taiwan,0.8176615,1,1,2,2,2,2
Taiwan,0.8176615,1,2,3,4,3,3
Taiwan,0.8176615,1,2,1,1,1,3
Taiwan,0.8176615,1,1,2,3,1,3
Taiwan,0.8176615,1,2,1,3,1,1
Taiwan,0.8176615,1,1,2,3,1,4
Colombia,0.6578947,1,3,2,2,1,1
Colombia,0.6578947,1,1,2,1,2,2
Colombia,0.6578947,1,3,2,3,2,2
Colombia,0.6578947,1,1,1,4,1,1
Colombia,0.6578947,1,3,2,4,1,1
Colombia,0.6578947,1,1,2,1,2,1
Colombia,0.6578947,1,1,1,3,2,3
Colombia,0.6578947,1,1,1,3,1,3
Colombia,0.6578947,1,1,2,2,1,2
Colombia,0.6578947,1,2,1,3,1,1
Colombia,0.6578947,1,1,1,1,1,1
