country,obey,public,protest,revolutionary,books
Taiwan,1,1,1,3,1
Taiwan,1,4,4,2,2
Taiwan,1,2,4,2,2
Taiwan,2,1,2,3,2
Taiwan,2,2,2,2,2
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,3,3,3,2
Taiwan,2,3,2,2,1
Taiwan,1,2,2,2,2
Taiwan,1,2,3,3,3
Taiwan,1,2,3,2,2
Taiwan,1,2,2,2,1
Taiwan,2,2,3,2,2
Taiwan,1,3,3,1,2
Taiwan,2,2,2,2,NA
Taiwan,2,1,2,1,1
Taiwan,1,2,NA,2,2
Taiwan,2,2,2,2,2
Taiwan,2,2,NA,3,2
Taiwan,1,4,NA,1,2
Taiwan,1,1,2,1,2
Taiwan,1,1,3,3,3
Taiwan,1,2,2,2,2
Taiwan,2,1,2,1,1
Taiwan,2,2,3,3,2
Taiwan,1,1,2,2,2
Taiwan,1,NA,2,2,2
Taiwan,1,2,2,1,1
Taiwan,1,3,4,4,2
Taiwan,1,2,2,1,2
Taiwan,1,1,3,2,1
Taiwan,NA,2,3,1,1
Taiwan,1,3,3,1,1
Taiwan,1,2,3,1,1
Taiwan,2,2,2,2,2
Taiwan,2,2,2,3,1
Taiwan,2,3,2,2,2
Taiwan,2,3,3,2,3
Taiwan,2,2,3,2,2
Taiwan,1,1,1,1,2
Taiwan,1,2,2,1,1
Taiwan,2,2,3,2,1
Taiwan,1,2,2,2,1
Taiwan,1,2,3,3,2
Taiwan,1,2,3,2,1
Taiwan,1,2,2,3,4
Taiwan,2,2,3,1,3
Taiwan,2,2,1,2,2
Taiwan,1,2,4,2,2
Taiwan,2,4,4,1,1
Taiwan,1,1,4,4,1
Taiwan,1,1,1,2,2
Taiwan,1,2,2,3,2
Taiwan,1,4,4,4,2
Taiwan,1,2,2,3,2
Taiwan,1,2,3,2,2
Taiwan,1,1,3,1,1
Taiwan,1,1,1,3,2
Taiwan,2,2,3,3,4
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,3,3,4,2
Taiwan,2,2,3,3,1
Taiwan,NA,NA,NA,NA,NA
Taiwan,1,2,2,4,2
Taiwan,2,2,2,2,2
Taiwan,2,3,3,3,2
Taiwan,2,NA,3,3,2
Taiwan,1,3,3,3,3
Taiwan,2,1,2,3,2
Taiwan,1,2,3,4,4
Taiwan,1,1,2,2,1
Taiwan,2,2,3,4,2
Taiwan,2,1,3,1,1
Taiwan,2,2,4,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,3,1,1
Taiwan,1,3,3,4,3
Taiwan,2,3,3,3,2
Taiwan,2,3,3,3,2
Taiwan,2,3,3,2,2
Taiwan,2,4,4,4,2
Taiwan,2,2,3,1,2
Taiwan,1,1,3,1,1
Taiwan,2,1,1,2,1
Taiwan,2,2,2,2,2
Taiwan,2,3,3,3,3
Taiwan,2,2,2,2,2
Taiwan,1,1,3,1,2
Taiwan,2,2,2,2,1
Taiwan,1,4,4,4,4
Taiwan,1,1,2,3,2
Taiwan,2,2,3,4,1
Taiwan,2,1,1,1,1
Taiwan,1,2,4,4,2
Taiwan,NA,NA,NA,NA,NA
Taiwan,NA,2,2,3,2
Taiwan,2,2,2,2,1
Taiwan,2,1,2,1,2
Taiwan,2,3,3,4,4
Taiwan,2,1,1,1,1
Taiwan,2,3,3,1,2
Taiwan,2,2,2,2,2
Taiwan,1,1,1,2,1
Taiwan,1,3,3,3,2
Taiwan,2,3,2,3,2
Taiwan,1,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,1,2,3,2,NA
Taiwan,2,1,1,1,1
Taiwan,2,2,2,3,2
Taiwan,1,3,2,2,3
Taiwan,2,1,1,2,1
Taiwan,1,3,1,1,1
Taiwan,1,4,4,4,2
Taiwan,NA,NA,NA,NA,3
Taiwan,2,1,2,2,2
Taiwan,2,2,2,2,1
Taiwan,2,3,NA,NA,3
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,2,2,2,2
Taiwan,2,2,3,1,2
Taiwan,2,3,3,1,1
Taiwan,2,2,3,3,2
Taiwan,2,2,3,2,2
Taiwan,2,2,4,4,2
Taiwan,1,NA,NA,NA,NA
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,1,1,1,1
Taiwan,1,1,4,2,2
Taiwan,1,NA,NA,NA,1
Taiwan,2,4,4,2,2
Taiwan,2,1,2,1,1
Taiwan,1,3,3,2,3
Taiwan,2,2,2,2,3
Taiwan,1,NA,2,4,4
Taiwan,2,1,1,1,1
Taiwan,1,4,NA,4,NA
Taiwan,2,1,1,1,1
Taiwan,2,2,3,2,2
Taiwan,1,1,1,1,1
Taiwan,1,2,2,3,NA
Taiwan,1,2,3,2,2
Taiwan,2,2,3,2,2
Taiwan,1,2,4,2,2
Taiwan,2,3,2,2,3
Taiwan,1,2,3,3,4
Taiwan,1,1,2,1,1
Taiwan,1,2,2,3,2
Taiwan,1,NA,NA,NA,NA
Taiwan,1,1,1,2,1
Taiwan,1,4,4,4,4
Taiwan,1,4,2,2,3
Taiwan,2,2,3,2,2
Taiwan,2,2,3,4,2
Taiwan,1,1,1,4,1
Taiwan,1,2,3,2,2
Taiwan,2,4,4,4,4
Taiwan,1,2,2,2,2
Taiwan,2,3,3,2,3
Taiwan,1,3,3,4,3
Taiwan,1,1,1,3,4
Taiwan,2,2,3,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,4,4
Taiwan,2,1,1,4,1
Taiwan,2,4,2,2,2
Taiwan,2,1,4,3,2
Taiwan,1,1,1,4,4
Taiwan,2,2,2,2,2
Taiwan,1,3,3,4,4
Taiwan,2,2,3,2,1
Taiwan,1,3,4,2,4
Taiwan,2,1,1,2,2
Taiwan,1,1,2,4,2
Taiwan,1,2,1,2,NA
Taiwan,1,1,1,4,4
Taiwan,2,1,1,1,1
Taiwan,2,2,3,2,2
Taiwan,1,1,4,2,1
Taiwan,1,2,2,1,2
Taiwan,2,1,1,4,4
Taiwan,2,3,3,3,2
Taiwan,2,1,2,4,2
Taiwan,1,2,3,2,3
Taiwan,1,2,3,2,1
Taiwan,1,2,2,2,2
Taiwan,1,1,1,1,1
Taiwan,2,NA,NA,1,1
Taiwan,1,2,3,3,2
Taiwan,2,2,3,4,3
Taiwan,1,2,4,4,2
Taiwan,1,2,1,1,3
Taiwan,1,2,2,1,1
Taiwan,1,1,1,1,1
Taiwan,2,1,2,2,2
Taiwan,2,2,2,2,2
Taiwan,2,2,2,2,2
Taiwan,2,1,1,3,1
Taiwan,1,4,4,4,1
Taiwan,1,3,4,1,1
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,1,4,4,1
Taiwan,2,2,3,3,2
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,4,4,4,3
Taiwan,1,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,NA,4,4,4,NA
Taiwan,2,1,1,1,1
Taiwan,2,2,3,2,2
Taiwan,1,4,4,4,4
Taiwan,1,2,2,2,2
Taiwan,2,4,1,4,2
Taiwan,2,1,1,1,1
Taiwan,1,3,3,3,3
Taiwan,1,4,4,4,4
Taiwan,1,3,4,3,3
Taiwan,2,1,3,2,2
Taiwan,1,1,1,1,1
Taiwan,1,1,2,2,2
Taiwan,1,2,2,NA,NA
Taiwan,1,2,1,4,4
Taiwan,2,NA,NA,NA,NA
Taiwan,1,3,3,3,2
Taiwan,1,1,3,1,1
Taiwan,1,1,3,4,2
Taiwan,2,2,3,2,2
Taiwan,1,1,1,1,2
Taiwan,1,3,4,3,3
Taiwan,2,2,3,2,2
Taiwan,1,1,1,2,2
Taiwan,1,2,2,2,2
Taiwan,2,1,1,3,2
Taiwan,1,1,2,3,2
Taiwan,1,2,2,2,2
Taiwan,2,2,3,1,2
Taiwan,1,NA,NA,NA,NA
Taiwan,1,3,4,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,3,3,3,3
Taiwan,1,2,2,3,2
Taiwan,1,2,3,1,2
Taiwan,2,2,3,2,1
Taiwan,1,2,2,2,2
Taiwan,1,3,3,2,2
Taiwan,1,3,3,2,2
Taiwan,1,2,3,2,2
Taiwan,2,1,2,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,NA,2,2,1,1
Taiwan,2,2,2,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,1,2,2,2,NA
Taiwan,1,2,2,2,2
Taiwan,1,1,2,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,NA,2,2,2,2
Taiwan,1,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,2,2,2,2
Taiwan,NA,2,3,2,2
Taiwan,1,2,2,2,2
Taiwan,2,2,2,4,2
Taiwan,2,NA,NA,NA,NA
Taiwan,NA,3,3,4,4
Taiwan,2,1,1,2,2
Taiwan,2,1,1,3,2
Taiwan,1,4,NA,2,2
Taiwan,1,NA,NA,NA,NA
Taiwan,2,2,2,2,2
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,NA,NA,NA,NA
Taiwan,1,2,1,2,2
Taiwan,1,2,2,3,1
Taiwan,2,NA,NA,2,2
Taiwan,1,NA,NA,NA,NA
Taiwan,2,1,2,NA,NA
Taiwan,2,2,3,3,2
Taiwan,1,4,4,4,4
Taiwan,2,2,3,2,2
Taiwan,2,NA,NA,NA,NA
Taiwan,1,NA,NA,NA,NA
Taiwan,1,NA,NA,NA,NA
Taiwan,1,NA,NA,NA,NA
Taiwan,1,2,2,2,2
Taiwan,2,3,3,3,3
Taiwan,2,3,3,3,2
Taiwan,2,3,1,2,3
Taiwan,1,2,3,3,3
Taiwan,1,2,2,2,2
Taiwan,2,2,2,1,1
Taiwan,NA,2,2,2,1
Taiwan,2,2,2,1,2
Taiwan,1,2,2,2,1
Taiwan,2,1,3,2,2
Taiwan,1,2,2,2,2
Taiwan,2,2,2,3,3
Taiwan,2,2,2,3,2
Taiwan,1,3,3,4,1
Taiwan,2,2,3,4,2
Taiwan,1,1,1,1,3
Taiwan,1,2,2,4,2
Taiwan,2,1,NA,1,1
Taiwan,2,1,1,2,1
Taiwan,1,1,1,3,3
Taiwan,2,1,1,3,2
Taiwan,1,NA,NA,2,3
Taiwan,2,NA,NA,NA,NA
Taiwan,1,2,3,4,3
Taiwan,2,2,2,2,2
Taiwan,2,4,4,2,2
Taiwan,2,2,2,3,3
Taiwan,1,2,2,2,2
Taiwan,1,2,2,4,3
Taiwan,1,2,2,3,2
Taiwan,2,2,2,NA,2
Taiwan,2,2,2,3,1
Taiwan,2,2,2,3,2
Taiwan,2,1,2,3,2
Taiwan,2,2,4,2,3
Taiwan,1,3,4,NA,NA
Taiwan,2,1,NA,1,1
Taiwan,2,2,1,4,2
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,1,2,2,2
Taiwan,1,1,1,4,1
Taiwan,1,1,3,2,1
Taiwan,1,NA,NA,4,4
Taiwan,1,1,1,3,1
Taiwan,1,2,2,NA,1
Taiwan,1,2,2,4,1
Taiwan,1,2,2,2,2
Taiwan,2,1,2,1,1
Taiwan,1,1,3,2,2
Taiwan,1,NA,4,2,2
Taiwan,1,3,1,1,1
Taiwan,2,1,1,2,2
Taiwan,2,1,1,1,1
Taiwan,1,1,1,3,1
Taiwan,2,1,1,4,4
Taiwan,1,1,2,3,2
Taiwan,2,NA,NA,NA,NA
Taiwan,1,1,1,1,1
Taiwan,1,2,2,4,NA
Taiwan,1,2,3,2,1
Taiwan,1,2,1,2,1
Taiwan,2,1,1,1,1
Taiwan,2,2,2,4,4
Taiwan,2,1,2,1,1
Taiwan,2,2,1,3,2
Taiwan,2,3,2,4,3
Taiwan,1,4,1,1,1
Taiwan,1,1,1,4,1
Taiwan,2,1,2,1,1
Taiwan,1,1,1,1,1
Taiwan,1,2,3,3,3
Taiwan,2,2,2,2,2
Taiwan,1,3,2,3,1
Taiwan,1,1,1,2,2
Taiwan,2,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,2,2,2,3,2
Taiwan,2,2,2,2,1
Taiwan,1,1,3,3,2
Taiwan,NA,NA,NA,NA,NA
Taiwan,1,2,2,2,2
Taiwan,NA,NA,NA,2,2
Taiwan,1,2,1,2,2
Taiwan,2,1,2,2,2
Taiwan,1,4,4,4,1
Taiwan,2,1,2,3,2
Taiwan,2,2,2,3,2
Taiwan,1,1,3,1,1
Taiwan,2,2,3,1,1
Taiwan,1,2,2,4,1
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,1,1,1,1
Taiwan,2,1,2,1,1
Taiwan,1,1,1,1,3
Taiwan,NA,1,1,1,1
Taiwan,1,2,2,2,1
Taiwan,2,1,1,2,2
Taiwan,1,2,2,3,3
Taiwan,NA,1,2,2,1
Taiwan,2,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,2,2,2,2,2
Taiwan,1,4,4,4,4
Taiwan,1,1,1,1,1
Taiwan,1,4,3,1,1
Taiwan,2,1,4,2,1
Taiwan,2,2,2,3,2
Taiwan,1,3,3,2,2
Taiwan,1,2,1,2,2
Taiwan,2,NA,2,3,2
Taiwan,1,2,2,2,2
Taiwan,1,1,2,3,2
Taiwan,1,3,3,2,2
Taiwan,1,2,2,2,2
Taiwan,2,3,3,2,3
Taiwan,2,2,2,2,2
Taiwan,2,2,2,2,2
Taiwan,2,2,NA,2,2
Taiwan,2,1,1,3,2
Taiwan,1,1,1,3,3
Taiwan,2,2,4,2,1
Taiwan,1,2,2,1,2
Taiwan,1,2,3,4,2
Taiwan,1,2,2,2,2
Taiwan,2,1,1,1,1
Taiwan,2,2,3,3,2
Taiwan,1,3,4,3,2
Taiwan,2,1,1,2,1
Taiwan,NA,2,2,2,2
Taiwan,1,1,2,3,2
Taiwan,2,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,3,2
Taiwan,1,1,2,1,1
Taiwan,2,1,2,1,1
Taiwan,2,1,1,1,1
Taiwan,1,2,2,2,1
Taiwan,2,2,3,3,3
Taiwan,1,3,4,4,1
Taiwan,2,1,2,1,2
Taiwan,2,2,2,3,2
Taiwan,1,3,4,4,NA
Taiwan,1,1,2,2,1
Taiwan,2,2,3,2,2
Taiwan,1,3,3,1,1
Taiwan,2,4,4,NA,NA
Taiwan,2,2,2,3,1
Taiwan,1,2,3,4,2
Taiwan,1,1,2,4,2
Taiwan,2,1,1,3,1
Taiwan,1,3,3,4,3
Taiwan,2,2,2,2,2
Taiwan,1,3,3,NA,3
Taiwan,1,2,2,4,2
Taiwan,1,4,4,4,4
Taiwan,1,3,3,4,2
Taiwan,1,2,2,3,2
Taiwan,2,1,1,1,1
Taiwan,2,2,3,2,2
Taiwan,2,3,4,2,2
Taiwan,2,3,4,4,2
Taiwan,1,2,2,3,2
Taiwan,1,3,3,3,2
Taiwan,2,2,2,3,3
Taiwan,1,2,2,4,3
Taiwan,2,1,3,3,4
Taiwan,1,2,4,4,2
Taiwan,2,2,2,3,2
Taiwan,2,3,4,4,2
Taiwan,2,3,3,3,3
Taiwan,2,2,2,2,2
Taiwan,1,4,4,4,1
Taiwan,1,1,1,1,3
Taiwan,2,3,4,3,3
Taiwan,2,3,3,1,1
Taiwan,2,1,2,2,2
Taiwan,1,1,2,2,2
Taiwan,1,1,2,1,1
Taiwan,2,3,3,4,4
Taiwan,2,4,4,4,4
Taiwan,1,3,3,2,2
Taiwan,1,3,3,NA,NA
Taiwan,1,NA,NA,3,4
Taiwan,2,1,4,3,2
Taiwan,2,1,1,2,2
Taiwan,1,3,3,2,2
Taiwan,1,2,3,3,3
Taiwan,2,2,2,3,3
Taiwan,2,1,4,1,1
Taiwan,1,2,1,4,1
Taiwan,1,1,3,1,1
Taiwan,1,1,1,1,1
Taiwan,2,3,1,4,2
Taiwan,1,1,2,2,1
Taiwan,1,3,4,4,2
Taiwan,1,4,4,2,4
Taiwan,2,2,2,4,2
Taiwan,2,3,3,4,3
Taiwan,1,1,2,3,2
Taiwan,2,3,3,4,4
Taiwan,2,2,2,NA,NA
Taiwan,1,NA,2,NA,2
Taiwan,1,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,1,3,3,3,3
Taiwan,1,2,2,2,3
Taiwan,2,2,2,4,2
Taiwan,1,1,2,1,1
Taiwan,2,4,4,3,3
Taiwan,1,2,3,4,4
Taiwan,1,1,1,3,2
Taiwan,2,2,2,2,1
Taiwan,1,2,2,4,4
Taiwan,1,1,1,4,4
Taiwan,1,1,2,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,2,2,1
Taiwan,1,4,4,4,4
Taiwan,2,4,4,4,4
Taiwan,2,2,2,3,2
Taiwan,2,3,3,3,3
Taiwan,1,1,2,4,2
Taiwan,1,2,3,2,2
Taiwan,2,2,2,2,1
Taiwan,2,2,2,2,2
Taiwan,1,1,1,4,2
Taiwan,1,2,3,3,2
Taiwan,1,2,2,3,3
Taiwan,1,2,1,2,2
Taiwan,2,2,2,2,1
Taiwan,1,3,2,4,2
Taiwan,1,2,4,1,1
Taiwan,2,3,3,4,4
Taiwan,2,2,3,3,2
Taiwan,1,4,4,4,4
Taiwan,1,1,1,1,3
Taiwan,1,2,2,2,3
Taiwan,2,1,1,2,2
Taiwan,2,1,1,1,1
Taiwan,1,2,2,4,4
Taiwan,1,2,1,1,1
Taiwan,2,2,1,2,1
Taiwan,1,2,2,3,2
Taiwan,1,2,2,3,1
Taiwan,1,1,1,1,1
Taiwan,1,1,1,1,1
Taiwan,2,1,2,2,2
Taiwan,1,2,2,3,2
Taiwan,1,1,1,3,2
Taiwan,2,2,2,3,2
Taiwan,2,3,2,3,2
Taiwan,1,2,1,1,1
Taiwan,1,1,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,1,1,3,3
Taiwan,1,2,2,2,2
Taiwan,1,1,2,1,1
Taiwan,1,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,1,1,2,2,2
Taiwan,1,2,2,2,2
Taiwan,1,2,3,3,2
Taiwan,1,2,2,3,2
Taiwan,2,3,2,3,3
Taiwan,1,2,3,2,1
Taiwan,1,2,3,2,2
Taiwan,2,1,2,1,1
Taiwan,2,2,2,2,1
Taiwan,2,1,2,1,1
Taiwan,1,1,1,1,1
Taiwan,2,2,3,3,3
Taiwan,1,2,2,3,2
Taiwan,1,1,2,1,1
Taiwan,2,2,3,1,3
Taiwan,2,1,1,1,1
Taiwan,2,2,2,3,3
Taiwan,2,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,2,3,1,2
Taiwan,2,3,3,2,2
Taiwan,1,1,1,4,2
Taiwan,1,3,3,3,NA
Taiwan,2,4,4,4,NA
Taiwan,2,3,3,4,2
Taiwan,2,3,3,2,3
Taiwan,1,2,3,2,2
Taiwan,1,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,1,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,2,3,3,2,2
Taiwan,1,2,2,2,2
Taiwan,1,4,4,4,4
Taiwan,1,3,3,3,3
Taiwan,2,2,4,2,2
Taiwan,1,3,4,4,2
Taiwan,2,1,2,2,2
Taiwan,2,2,2,2,1
Taiwan,2,2,3,2,2
Taiwan,2,2,2,NA,NA
Taiwan,1,2,3,3,3
Taiwan,2,1,1,3,2
Taiwan,2,2,1,4,2
Taiwan,1,4,4,4,4
Taiwan,1,2,2,2,2
Taiwan,2,1,1,1,1
Taiwan,NA,1,1,1,1
Taiwan,1,2,2,2,2
Taiwan,2,3,3,3,1
Taiwan,2,2,2,3,2
Taiwan,2,2,2,2,1
Taiwan,1,2,2,2,2
Taiwan,2,2,3,4,4
Taiwan,1,NA,NA,4,4
Taiwan,2,1,1,4,1
Taiwan,2,2,2,3,3
Taiwan,2,3,3,3,2
Taiwan,2,1,2,1,1
Taiwan,2,1,1,1,1
Taiwan,1,4,4,2,2
Taiwan,2,1,1,1,1
Taiwan,1,3,3,4,4
Taiwan,1,3,3,3,3
Taiwan,2,3,3,3,3
Taiwan,1,3,2,1,3
Taiwan,1,1,1,1,1
Taiwan,1,1,1,1,1
Taiwan,1,1,2,1,2
Taiwan,1,3,3,2,3
Taiwan,2,1,2,1,1
Taiwan,1,1,1,1,1
Taiwan,1,2,3,3,2
Taiwan,2,1,1,1,1
Taiwan,2,4,4,4,2
Taiwan,1,1,1,1,1
Taiwan,1,4,4,4,4
Taiwan,1,2,3,4,2
Taiwan,1,3,3,1,1
Taiwan,1,2,3,4,2
Taiwan,1,1,1,2,1
Taiwan,2,2,4,2,1
Taiwan,1,4,2,4,2
Taiwan,1,2,3,2,1
Taiwan,1,1,3,2,3
Taiwan,1,3,4,NA,2
Taiwan,1,2,2,2,2
Taiwan,1,4,4,1,1
Taiwan,NA,NA,NA,NA,2
Taiwan,1,3,3,NA,1
Taiwan,1,3,3,2,2
Taiwan,2,1,1,2,1
Taiwan,1,2,3,2,3
Taiwan,2,3,3,3,2
Taiwan,1,3,NA,2,2
Taiwan,1,1,1,1,1
Taiwan,2,1,1,1,1
Taiwan,1,1,1,1,1
Taiwan,2,1,4,1,1
Taiwan,2,3,3,1,1
Taiwan,1,2,3,1,1
Taiwan,1,2,3,2,2
Taiwan,1,1,3,1,2
Taiwan,2,1,1,1,1
Taiwan,1,1,3,2,2
Taiwan,1,1,2,3,2
Taiwan,1,1,1,1,1
Taiwan,1,2,3,2,1
Taiwan,2,1,1,2,1
Taiwan,2,1,1,2,2
Taiwan,1,4,4,1,1
Taiwan,1,2,3,4,4
Taiwan,NA,3,NA,3,2
Taiwan,1,2,2,3,2
Taiwan,2,1,1,1,1
Taiwan,1,1,2,2,1
Taiwan,1,2,4,4,2
Taiwan,2,2,2,2,2
Taiwan,1,NA,NA,NA,NA
Taiwan,2,NA,NA,NA,NA
Taiwan,1,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,1,NA,NA,NA,NA
Taiwan,2,1,1,1,1
Taiwan,2,NA,NA,NA,NA
Taiwan,1,2,2,2,2
Taiwan,1,1,2,1,3
Taiwan,1,3,3,3,2
Taiwan,2,2,3,2,2
Taiwan,1,1,3,1,1
Taiwan,2,3,3,3,2
Taiwan,2,2,2,2,1
Taiwan,2,2,3,2,2
Taiwan,2,1,2,1,1
Taiwan,2,2,3,2,3
Taiwan,2,1,1,1,1
Taiwan,2,2,1,1,1
Taiwan,2,2,2,2,2
Taiwan,1,1,2,2,2
Taiwan,1,2,2,4,2
Taiwan,2,3,3,3,3
Taiwan,1,3,3,3,3
Taiwan,2,1,2,1,1
Taiwan,1,2,3,2,1
Taiwan,2,2,2,1,1
Taiwan,1,1,2,3,3
Taiwan,2,2,2,2,1
Taiwan,2,2,3,2,2
Taiwan,2,1,1,1,1
Taiwan,2,2,2,2,2
Taiwan,1,1,1,1,2
Taiwan,1,2,1,3,4
Taiwan,2,2,2,1,2
Taiwan,2,2,2,1,1
Taiwan,2,2,3,4,4
Taiwan,1,2,2,3,2
Taiwan,2,4,4,4,2
Taiwan,1,1,1,1,1
Taiwan,1,2,2,3,2
Taiwan,1,2,2,2,1
Taiwan,2,2,3,3,2
Taiwan,1,2,2,2,3
Taiwan,NA,NA,NA,NA,NA
Taiwan,2,2,2,2,2
Taiwan,2,2,3,4,4
Taiwan,2,2,2,2,1
Taiwan,2,1,1,1,1
Taiwan,1,1,3,1,3
Taiwan,2,2,2,NA,NA
Taiwan,2,2,3,4,2
Taiwan,2,2,3,1,NA
Taiwan,1,2,1,3,3
Taiwan,1,1,1,3,1
Taiwan,2,2,2,3,3
Taiwan,1,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,1,2,2,1
Taiwan,1,2,2,2,1
Taiwan,2,2,2,3,2
Taiwan,1,3,3,3,3
Taiwan,2,1,3,1,1
Taiwan,1,NA,NA,NA,NA
Taiwan,1,1,2,2,1
Taiwan,1,3,3,3,2
Taiwan,1,NA,NA,NA,NA
Taiwan,1,NA,3,4,4
Taiwan,1,1,2,2,1
Taiwan,1,NA,NA,3,3
Taiwan,1,1,1,1,2
Taiwan,1,NA,NA,NA,NA
Taiwan,1,3,3,NA,NA
Taiwan,1,NA,NA,NA,NA
Taiwan,2,NA,NA,3,NA
Taiwan,2,3,3,3,3
Taiwan,2,2,2,3,2
Taiwan,1,2,1,2,2
Taiwan,1,1,3,2,2
Taiwan,2,2,2,2,2
Taiwan,1,2,3,NA,NA
Taiwan,1,3,3,3,2
Taiwan,2,2,2,3,2
Taiwan,1,3,2,3,3
Taiwan,1,2,2,NA,NA
Taiwan,1,2,2,NA,2
Taiwan,2,2,3,2,2
Taiwan,1,2,2,2,2
Taiwan,1,2,2,3,2
Taiwan,1,1,1,1,2
Taiwan,1,2,2,3,3
Taiwan,1,2,2,1,1
Taiwan,1,2,3,4,2
Taiwan,2,2,2,4,2
Taiwan,2,2,2,2,1
Taiwan,1,2,2,2,2
Taiwan,1,2,2,2,2
Taiwan,2,2,NA,4,2
Taiwan,2,1,1,1,1
Taiwan,2,2,2,3,2
Taiwan,2,2,3,1,1
Taiwan,2,1,1,1,1
Taiwan,1,2,3,3,NA
Taiwan,1,1,3,3,2
Taiwan,2,3,4,4,1
Taiwan,NA,NA,NA,NA,NA
Taiwan,1,2,1,1,1
Taiwan,1,NA,2,4,2
Taiwan,2,2,3,2,2
Taiwan,1,2,3,4,2
Taiwan,1,2,4,4,2
Taiwan,1,2,2,2,2
Taiwan,1,1,1,2,1
Taiwan,2,1,2,2,3
Taiwan,1,3,4,3,3
Taiwan,1,3,3,3,3
Taiwan,2,1,1,1,1
Taiwan,2,1,2,1,1
Taiwan,1,2,2,3,1
Taiwan,2,1,1,1,1
Taiwan,2,2,3,2,3
Taiwan,2,2,2,1,3
Taiwan,2,2,3,1,1
Taiwan,2,1,NA,2,3
Taiwan,2,1,2,NA,1
Taiwan,2,1,2,2,1
Taiwan,2,3,3,4,NA
Taiwan,2,NA,NA,NA,NA
Taiwan,2,3,4,4,1
Taiwan,2,1,1,3,1
Taiwan,1,2,2,1,1
Taiwan,2,3,3,3,2
Taiwan,2,2,2,2,2
Taiwan,2,3,4,NA,NA
Taiwan,1,2,3,1,2
Taiwan,1,2,2,4,2
Taiwan,1,3,4,2,2
Taiwan,1,4,4,1,1
Taiwan,2,1,3,1,1
Taiwan,2,2,3,2,1
Taiwan,1,1,2,4,4
Taiwan,1,1,4,4,2
Taiwan,1,1,1,4,1
Taiwan,1,3,4,1,4
Taiwan,1,2,2,2,1
Taiwan,1,2,2,1,2
Taiwan,1,2,2,2,2
Taiwan,1,1,1,1,NA
Taiwan,2,1,1,1,NA
Taiwan,1,2,2,2,2
Taiwan,2,3,3,1,2
Taiwan,1,2,2,2,2
Taiwan,1,2,3,1,1
Taiwan,1,2,NA,3,NA
Taiwan,2,2,3,2,2
Taiwan,2,1,4,1,NA
Taiwan,1,3,2,NA,3
Taiwan,2,2,2,2,2
Taiwan,1,NA,NA,NA,2
Taiwan,2,1,4,1,NA
Taiwan,1,1,1,1,1
Taiwan,1,3,3,1,2
Taiwan,2,3,3,2,2
Taiwan,1,NA,NA,NA,NA
Taiwan,1,2,2,3,2
Taiwan,2,4,NA,NA,4
Taiwan,1,1,1,1,4
Taiwan,2,3,4,4,2
Taiwan,1,4,3,4,2
Taiwan,1,3,4,2,2
Taiwan,2,4,4,4,NA
Taiwan,1,4,NA,NA,1
Taiwan,1,2,2,4,1
Taiwan,2,2,4,1,1
Taiwan,2,2,2,2,2
Taiwan,1,1,2,4,2
Taiwan,1,4,4,2,2
Taiwan,1,1,1,1,1
Taiwan,1,2,2,4,2
Taiwan,1,4,4,4,3
Taiwan,1,4,4,4,4
Taiwan,1,4,4,4,4
Taiwan,1,2,2,4,4
Taiwan,1,2,2,3,3
Taiwan,1,2,2,3,2
